更新时间,#genre#
20260626 02:30,url


RespoTime,whitelist,#genre#
51.17ms,[BD]广东民生高清,https://t.freetv.fun/live/yan-dong-min-sheng-gao-qing-7.m3u8
51.18ms,[HD]france4,https://t.freetv.fun/live/france4.m3u8
51.19ms,FTF Sports (720p),https://1657061170.rsc.cdn77.org/HLS/FTF-LINEAR.m3u8
51.20ms,[SD]star movies india,https://t.freetv.fun/live/star-movies-india.m3u8
51.22ms,[HD]zee business,https://t.freetv.fun/live/zee-business.m3u8
51.22ms,Fashion Finds (720p),https://qvc-amd-live.akamaized.net/hls/live/2034113/lsqvc5us/master.m3u8
51.22ms,[BD]广西卫视,https://t.freetv.fun/live/yan-xi-wei-shi-10.m3u8
51.25ms,[BD]辽宁卫视,https://t.freetv.fun/live/liao-zhu-wei-shi-2.m3u8
51.26ms,[BD]dstv,https://t.freetv.fun/live/dstv.m3u8
51.27ms,[BD]kuwait tv sport plus,https://t.freetv.fun/live/kuwait-tv-sport-plus.m3u8
51.28ms,[BD]兵团卫视,https://t.freetv.fun/live/bing-tuan-wei-shi-12.m3u8
51.28ms,[HD]salira tv,https://t.freetv.fun/live/salira-tv.m3u8
51.29ms,[BD]湖北卫视,https://t.freetv.fun/live/hu-bei-wei-shi.m3u8
51.30ms,[BD]河南卫视,https://t.freetv.fun/live/he-nan-wei-shi-15.m3u8
51.30ms,[BD]votv,https://t.freetv.fun/live/votv.m3u8
51.31ms,[BD]贵州卫视,https://t.freetv.fun/live/gui-zhou-wei-shi-1.m3u8
51.33ms,[BD]al jazeera mubasher,https://t.freetv.fun/live/al-jazeera-mubasher.m3u8
51.34ms,[BD]重庆卫视,https://t.freetv.fun/live/zhong-qing-wei-shi-8.m3u8
51.35ms,Carlsbad City TV Channel (Carlsbad CA) (720p),https://edge-f.swagit.com/live/carlsbadca/live-3-a-1/playlist.m3u8
51.35ms,[SD]tv1000,https://t.freetv.fun/live/tv1000-1.m3u8
51.36ms,[SD]catholic tv,https://t.freetv.fun/live/catholic-tv.m3u8
51.37ms,[BD]山东卫视,https://t.freetv.fun/live/shan-dong-wei-shi-1.m3u8
51.39ms,[HD]club tv,https://t.freetv.fun/live/club-tv.m3u8
51.39ms,[BD]delta tv,https://t.freetv.fun/live/delta-tv.m3u8
51.40ms,[BD]syfy,https://t.freetv.fun/live/syfy-2.m3u8
51.40ms,[HD]canal 10,https://t.freetv.fun/live/canal-10.m3u8
51.41ms,[BD]360° новости,https://t.freetv.fun/live/360deg-novosti.m3u8
51.42ms,[SD]comedy central,https://t.freetv.fun/live/comedy-central-3.m3u8
51.42ms,[BD]сибирь 24,https://t.freetv.fun/live/sibir-24.m3u8
51.44ms,[HD]espn2,https://t.freetv.fun/live/espn2-1.m3u8
51.44ms,[SD]东南卫视,https://t.freetv.fun/live/dong-nan-wei-shi-17.m3u8
51.46ms,[BD]广东珠江高清,https://t.freetv.fun/live/yan-dong-zhu-jiang-gao-qing-8.m3u8
51.47ms,[BD]四川卫视,https://t.freetv.fun/live/si-chuan-wei-shi-26.m3u8
51.48ms,[SD]东南卫视,https://t.freetv.fun/live/dong-nan-wei-shi-19.m3u8
51.48ms,[BD]湖南卫视,https://t.freetv.fun/live/hu-nan-wei-shi-15.m3u8
51.50ms,[BD]甘肃卫视,https://t.freetv.fun/live/gan-su-wei-shi-9.m3u8
51.53ms,[BD]the lego channel,https://t.freetv.fun/live/the-lego-channel-1.m3u8
51.55ms,[HD]yemen tv,https://t.freetv.fun/live/yemen-tv.m3u8
51.57ms,[BD]广东民生高清,https://t.freetv.fun/live/yan-dong-min-sheng-gao-qing.m3u8
51.57ms,[BD]潮州综合高清,https://t.freetv.fun/live/chao-zhou-zong-he-gao-qing-2.m3u8
51.58ms,[SD]авто плюс,https://t.freetv.fun/live/avto-plius.m3u8
51.61ms,[HD]哈哈炫动,https://t.freetv.fun/live/ha-ha-xuan-dong-4.m3u8
51.62ms,[BD]cctv-2财经,https://t.freetv.fun/live/cctv-2cai-jing-10.m3u8
51.66ms,[BD]江苏卫视,https://t.freetv.fun/live/jiang-su-wei-shi-1.m3u8
51.68ms,[HD]disney channel,https://t.freetv.fun/live/disney-channel-9.m3u8
51.68ms,[HD]tv one,https://t.freetv.fun/live/tv-one.m3u8
51.69ms,[BD]广西综艺旅游,https://t.freetv.fun/live/yan-xi-zong-yi-lu-you-1.m3u8
51.71ms,[VGA]cctv11-戏曲,https://t.freetv.fun/live/cctv11-xi-qu-1.m3u8
51.72ms,[BD]cctv9,https://t.freetv.fun/live/cctv9-3.m3u8
51.73ms,[BD]madeira,https://t.freetv.fun/live/madeira.m3u8
51.73ms,KNTV-DT1 (1080p),https://d368vp0qqzvkid.cloudfront.net/11603/88889711/hls/master.m3u8?ads.xumo_channelId=88889711a&ads.xumo_ifaType=&ads.xumo_providerId=3822&ads.xumo_providerName=NBCNBA
51.77ms,[BD]辽宁卫视,https://t.freetv.fun/live/liao-zhu-wei-shi-15.m3u8
51.77ms,[HD]la nacion plus,https://t.freetv.fun/live/la-nacion-plus.m3u8
51.77ms,[BD]广西卫视,https://t.freetv.fun/live/yan-xi-wei-shi-2.m3u8
51.78ms,[BD]广东影视高清,https://t.freetv.fun/live/yan-dong-ying-shi-gao-qing-6.m3u8
51.79ms,波斯|中文电视台,https://mediaserver.abnvideos.com/streams/abnchina.m3u8
51.81ms,[BD]东方卫视,https://t.freetv.fun/live/dong-fang-wei-shi-23.m3u8
51.83ms,[BD]动漫秀场,https://t.freetv.fun/live/dong-man-xiu-chang-9.m3u8
51.84ms,[BD]cctv-9,https://t.freetv.fun/live/cctv-9.m3u8
51.84ms,[HD]cctv1综合,https://t.freetv.fun/live/cctv1zong-he.m3u8
51.85ms,[BD]cctv7,https://t.freetv.fun/live/cctv7-5.m3u8
51.86ms,[HD]telemundo 01,https://t.freetv.fun/live/telemundo-01.m3u8
51.86ms,[BD]辽宁卫视,https://t.freetv.fun/live/liao-zhu-wei-shi-24.m3u8
51.86ms,[HD]disney channel,https://t.freetv.fun/live/disney-channel.m3u8
51.87ms,[BD]cctv-4中文国际,https://t.freetv.fun/live/cctv-4zhong-wen-guo-ji-7.m3u8
51.87ms,[BD]apsua tv,https://t.freetv.fun/live/apsua-tv.m3u8
51.87ms,[VGA]bbcnews,https://t.freetv.fun/live/bbcnews.m3u8
51.89ms,[HD]兵团卫视,https://t.freetv.fun/live/bing-tuan-wei-shi-3.m3u8
51.89ms,[HD]天津卫视,https://t.freetv.fun/live/tian-jin-wei-shi-22.m3u8
51.90ms,[HD]cctv-4中文国际,https://t.freetv.fun/live/cctv-4zhong-wen-guo-ji-9.m3u8
51.91ms,[BD]吉林卫视,https://t.freetv.fun/live/ji-lin-wei-shi-12.m3u8
51.93ms,[BD]山东卫视,https://t.freetv.fun/live/shan-dong-wei-shi-11.m3u8
51.94ms,[VGA]哈尔滨娱乐,https://t.freetv.fun/live/ha-er-bin-yu-le-1.m3u8
51.96ms,[BD]sudarshan news,https://t.freetv.fun/live/sudarshan-news.m3u8
51.97ms,[BD]经济科教高清,https://t.freetv.fun/live/jing-ji-ke-jiao-gao-qing-4.m3u8
51.97ms,[BD]俄罗斯russia today,https://t.freetv.fun/live/e-luo-si-russia-today.m3u8
51.98ms,[BD]cine plus frisson,https://t.freetv.fun/live/cine-plus-frisson.m3u8
52.01ms,[SD]tec tv,https://t.freetv.fun/live/tec-tv.m3u8
52.01ms,[VGA]rlive tv,https://t.freetv.fun/live/rlive-tv.m3u8
52.03ms,[HD]canal 11 tutv,https://t.freetv.fun/live/canal-11-tutv.m3u8
52.04ms,[BD]tbn,https://t.freetv.fun/live/tbn-1.m3u8
52.05ms,[HD]cctv4中文国际,https://t.freetv.fun/live/cctv4zhong-wen-guo-ji.m3u8
52.05ms,[BD]山西卫视,https://t.freetv.fun/live/shan-xi-wei-shi-19-1.m3u8
52.06ms,[BD]cctv-1hd,https://t.freetv.fun/live/cctv-1hd-3.m3u8
52.06ms,[BD]cctv-2hd,https://t.freetv.fun/live/cctv-2hd-2.m3u8
52.07ms,[SD]广西卫视,https://t.freetv.fun/live/yan-xi-wei-shi-11.m3u8
52.08ms,[BD]四川卫视,https://t.freetv.fun/live/si-chuan-wei-shi-32.m3u8
52.08ms,[SD]1 plus 1 international,https://t.freetv.fun/live/1-plus-1-international-1.m3u8
52.08ms,[SD]嘉佳卡通,https://t.freetv.fun/live/jia-jia-qia-tong-1.m3u8
52.09ms,[SD]cetv1hd,https://t.freetv.fun/live/cetv1hd.m3u8
52.09ms,[BD]晋城新闻,https://t.freetv.fun/live/jin-cheng-xin-wen-1.m3u8
52.09ms,[SD]河南卫视,https://t.freetv.fun/live/he-nan-wei-shi-16.m3u8
52.09ms,[BD]zarin tv,https://t.freetv.fun/live/zarin-tv.m3u8
52.10ms,[HD]tv1,https://t.freetv.fun/live/tv1.m3u8
52.13ms,Monroe County Television MCTV (Monroe County FL) (1080p),https://castus-vod-dev.s3.amazonaws.com/vod_clients/monroe/live/ch1/video.m3u8
52.14ms,[HD]广东卫视,https://t.freetv.fun/live/yan-dong-wei-shi.m3u8
52.14ms,[BD]cctv-4hd,https://t.freetv.fun/live/cctv-4hd-2.m3u8
52.17ms,[BD]广东珠江,https://t.freetv.fun/live/yan-dong-zhu-jiang-2.m3u8
52.18ms,[HD]bloomberg ht,https://t.freetv.fun/live/bloomberg-ht-2.m3u8
52.21ms,[HD]陕西卫视,https://t.freetv.fun/live/shan-xi-wei-shi-14.m3u8
52.21ms,[BD]内蒙古卫视,https://t.freetv.fun/live/nei-meng-gu-wei-shi-14.m3u8
52.22ms,[SD]金鹰卡通,https://t.freetv.fun/live/jin-ying-qia-tong-10.m3u8
52.23ms,[BD]itv1 uk,https://t.freetv.fun/live/itv1-uk.m3u8
52.23ms,[SD]дождь (1080p) [geo-blocked],https://t.freetv.fun/live/dozhd-1080p-geo-blocked.m3u8
52.24ms,[BD]band mg,https://t.freetv.fun/live/band-mg.m3u8
52.26ms,[BD]潮州综合高清,https://t.freetv.fun/live/chao-zhou-zong-he-gao-qing-16.m3u8
52.26ms,[BD]四川卫视,https://t.freetv.fun/live/si-chuan-wei-shi-25.m3u8
52.26ms,[BD]汕头综合高清,https://t.freetv.fun/live/shan-tou-zong-he-gao-qing.m3u8
52.26ms,[HD]浙江国际,https://t.freetv.fun/live/zhe-jiang-guo-ji-2.m3u8
52.27ms,[VGA]voa tv africa,https://t.freetv.fun/live/voa-tv-africa.m3u8
52.28ms,[BD]pbs kids,https://t.freetv.fun/live/pbs-kids-1.m3u8
52.31ms,[BD]france 24 english,https://t.freetv.fun/live/france-24-english.m3u8
52.33ms,[VGA]韶关综合,https://t.freetv.fun/live/shao-guan-zong-he-1.m3u8
52.35ms,[HD]浙江民生,https://t.freetv.fun/live/zhe-jiang-min-sheng-3.m3u8
52.36ms,[HD]globonews,https://t.freetv.fun/live/globonews.m3u8
52.38ms,[HD]绍兴文化影视,https://t.freetv.fun/live/shao-xing-wen-hua-ying-shi-1.m3u8
52.40ms,[BD]intravel,https://t.freetv.fun/live/intravel-1.m3u8
52.40ms,[BD]kuriakos kids,https://t.freetv.fun/live/kuriakos-kids-1.m3u8
52.42ms,[BD]陕西卫视,https://t.freetv.fun/live/shan-xi-wei-shi-2.m3u8
52.42ms,[VGA]tvs sports,https://t.freetv.fun/live/tvs-sports.m3u8
52.43ms,[HD]soltv,https://t.freetv.fun/live/soltv.m3u8
52.44ms,[BD]台視新聞,https://t.freetv.fun/live/tai-shi-xin-wen.m3u8
52.45ms,[BD]tv life america,https://t.freetv.fun/live/tv-life-america.m3u8
52.50ms,[BD]tv chile,https://t.freetv.fun/live/tv-chile.m3u8
52.51ms,[BD]alfa omega tv,https://t.freetv.fun/live/alfa-omega-tv.m3u8
52.51ms,[BD]浙江钱江都市,https://t.freetv.fun/live/zhe-jiang-qian-jiang-du-shi.m3u8
52.51ms,[BD]cctv-13,https://t.freetv.fun/live/cctv-13.m3u8
52.55ms,[BD]东南卫视,https://t.freetv.fun/live/dong-nan-wei-shi-3.m3u8
52.55ms,[VGA]hala tv,https://t.freetv.fun/live/hala-tv-1.m3u8
52.56ms,[BD]sky sport mix de,https://t.freetv.fun/live/sky-sport-mix-de.m3u8
52.57ms,[BD]辽宁公共,https://t.freetv.fun/live/liao-zhu-gong-gong.m3u8
52.58ms,[BD]sbn tv global,https://t.freetv.fun/live/sbn-tv-global.m3u8
52.59ms,[HD]浙江新闻,https://t.freetv.fun/live/zhe-jiang-xin-wen-7.m3u8
52.60ms,[SD]贵州卫视,https://t.freetv.fun/live/gui-zhou-wei-shi-28.m3u8
52.64ms,[BD]sportsnet one ca,https://t.freetv.fun/live/sportsnet-one-ca.m3u8
52.66ms,[BD]arena sport 10,https://t.freetv.fun/live/arena-sport-10.m3u8
52.66ms,[BD]cctv-10hd,https://t.freetv.fun/live/cctv-10hd-1.m3u8
52.69ms,[HD]bibel tv,https://t.freetv.fun/live/bibel-tv.m3u8
52.70ms,[BD]cctv-12,https://t.freetv.fun/live/cctv-12.m3u8
52.71ms,[SD]365 дней тв,https://t.freetv.fun/live/365-dnei-tv.m3u8
52.72ms,[BD]湖南卫视,https://t.freetv.fun/live/hu-nan-wei-shi-9.m3u8
52.74ms,[BD]大湾区卫视高清,https://t.freetv.fun/live/da-wan-qu-wei-shi-gao-qing-6.m3u8
52.74ms,[BD]海南卫视,https://t.freetv.fun/live/hai-nan-wei-shi-8.m3u8
52.75ms,[BD]潮州综合高清,https://t.freetv.fun/live/chao-zhou-zong-he-gao-qing-6.m3u8
52.76ms,[BD]france 24 français,https://t.freetv.fun/live/france-24-francais.m3u8
52.77ms,[BD]ua fashion tv,https://t.freetv.fun/live/ua-fashion-tv.m3u8
52.78ms,[BD]cgtn,https://t.freetv.fun/live/cgtn-8.m3u8
52.80ms,[BD]安徽卫视,https://t.freetv.fun/live/an-hui-wei-shi-20.m3u8
52.81ms,[BD]新疆卫视,https://t.freetv.fun/live/xin-jiang-wei-shi-11.m3u8
52.81ms,[BD]canal terrassa,https://t.freetv.fun/live/canal-terrassa.m3u8
52.81ms,[HD]kanal 58,https://t.freetv.fun/live/kanal-58.m3u8
52.84ms,[BD]无线新闻,https://t.freetv.fun/live/wu-xian-xin-wen.m3u8
52.86ms,[BD]fun vision,https://t.freetv.fun/live/fun-vision.m3u8
52.88ms,[BD]广东体育,https://t.freetv.fun/live/yan-dong-ti-yu-4.m3u8
52.88ms,[SD]优漫卡通,https://t.freetv.fun/live/you-man-qia-tong-5.m3u8
52.89ms,[BD]潮州综合高清,https://t.freetv.fun/live/chao-zhou-zong-he-gao-qing-12.m3u8
52.90ms,[BD]宁夏卫视,https://t.freetv.fun/live/zhu-xia-wei-shi-9.m3u8
52.90ms,[HD]umagtv,https://t.freetv.fun/live/umagtv.m3u8
52.91ms,[SD]biznet lifestyle,https://t.freetv.fun/live/biznet-lifestyle.m3u8
52.91ms,[BD]cctv11hd,https://t.freetv.fun/live/cctv11hd-1.m3u8
52.92ms,[BD]abadan,https://t.freetv.fun/live/abadan.m3u8
52.93ms,[BD]universo,https://t.freetv.fun/live/universo.m3u8
52.94ms,[BD]pop,https://t.freetv.fun/live/pop.m3u8
52.95ms,[SD]тнв-планета,https://t.freetv.fun/live/tnv-planeta.m3u8
52.96ms,[BD]super tv,https://t.freetv.fun/live/super-tv-1.m3u8
52.96ms,[BD]filmbox premium czech republic,https://t.freetv.fun/live/filmbox-premium-czech-republic.m3u8
52.97ms,[BD]cctv-12hd,https://t.freetv.fun/live/cctv-12hd-4.m3u8
52.97ms,[BD]cctv14hd,https://t.freetv.fun/live/cctv14hd.m3u8
52.97ms,[BD]金鹰纪实,https://t.freetv.fun/live/jin-ying-ji-shi-9.m3u8
52.99ms,[BD]安多卫视,https://t.freetv.fun/live/an-duo-wei-shi-1.m3u8
52.99ms,[VGA]zhara kids tv,https://t.freetv.fun/live/zhara-kids-tv.m3u8
53.00ms,[HD]acc network,https://t.freetv.fun/live/acc-network.m3u8
53.03ms,[SD]cctv-4中文国际,https://t.freetv.fun/live/cctv-4zhong-wen-guo-ji-10.m3u8
53.05ms,[HD]江西新闻,https://t.freetv.fun/live/jiang-xi-xin-wen-1.m3u8
53.07ms,[BD]nbc news now,https://t.freetv.fun/live/nbc-news-now-2.m3u8
53.08ms,[SD]新疆卫视,https://t.freetv.fun/live/xin-jiang-wei-shi-1.m3u8
53.09ms,[SD]now新聞,https://t.freetv.fun/live/nowxin-wen-1-1.m3u8
53.11ms,[SD]内蒙古卫视,https://t.freetv.fun/live/nei-meng-gu-wei-shi-12.m3u8
53.12ms,[BD]cctv-15音乐,https://t.freetv.fun/live/cctv-15yin-le-10.m3u8
53.12ms,[SD]кто есть кто,https://t.freetv.fun/live/kto-est-kto-1.m3u8
53.13ms,[BD]polsat comedy central extra,https://t.freetv.fun/live/polsat-comedy-central-extra.m3u8
53.16ms,[BD]cctv11,https://t.freetv.fun/live/cctv11-3.m3u8
53.17ms,[VGA]jimani tv,https://t.freetv.fun/live/jimani-tv.m3u8
53.18ms,[BD]安徽卫视,https://t.freetv.fun/live/an-hui-wei-shi-27.m3u8
53.19ms,[BD]cctv-14hd,https://t.freetv.fun/live/cctv-14hd-4.m3u8
53.22ms,[BD]江西卫视,https://t.freetv.fun/live/jiang-xi-wei-shi-19.m3u8
53.23ms,[SD]动漫秀场,https://t.freetv.fun/live/dong-man-xiu-chang-1.m3u8
53.24ms,[BD]广东民生高清,https://t.freetv.fun/live/yan-dong-min-sheng-gao-qing-8.m3u8
53.25ms,[BD]andes television,https://t.freetv.fun/live/andes-television.m3u8
53.27ms,[SD]cctv13,https://t.freetv.fun/live/cctv13-1.m3u8
53.30ms,[BD]antena sur,https://t.freetv.fun/live/antena-sur.m3u8
53.30ms,[BD]辽宁卫视,https://t.freetv.fun/live/liao-zhu-wei-shi-8.m3u8
53.30ms,[SD]海南卫视,https://t.freetv.fun/live/hai-nan-wei-shi-9.m3u8
53.31ms,[BD]云南卫视,https://t.freetv.fun/live/yun-nan-wei-shi-11.m3u8
53.31ms,[SD]广东新闻,https://t.freetv.fun/live/yan-dong-xin-wen.m3u8
53.33ms,[SD]长春双阳综合,https://t.freetv.fun/live/chang-chun-shuang-yang-zong-he.m3u8
53.34ms,[BD]карусель,https://t.freetv.fun/live/karusel-2.m3u8
53.34ms,[BD]吉林卫视,https://t.freetv.fun/live/ji-lin-wei-shi-10.m3u8
53.34ms,[VGA]深圳卫视,https://t.freetv.fun/live/shen-zhen-wei-shi.m3u8
53.34ms,[BD]caza y pesca,https://t.freetv.fun/live/caza-y-pesca.m3u8
53.34ms,[HD]广东民生,https://t.freetv.fun/live/yan-dong-min-sheng.m3u8
53.35ms,[BD]广东体育高清,https://t.freetv.fun/live/yan-dong-ti-yu-gao-qing-8.m3u8
53.36ms,[BD]nova news,https://t.freetv.fun/live/nova-news.m3u8
53.36ms,[HD]广东卫视,https://t.freetv.fun/live/yan-dong-wei-shi-6.m3u8
53.36ms,[BD]arena sport premium 1 bh,https://t.freetv.fun/live/arena-sport-premium-1-bh.m3u8
53.38ms,[SD]广西卫视,https://t.freetv.fun/live/yan-xi-wei-shi-16.m3u8
53.43ms,[BD]辽宁卫视,https://t.freetv.fun/live/liao-zhu-wei-shi-9.m3u8
53.44ms,[BD]汕头综合高清,https://t.freetv.fun/live/shan-tou-zong-he-gao-qing-19.m3u8
53.46ms,[BD]海峡卫视,https://t.freetv.fun/live/hai-xia-wei-shi-5.m3u8
53.47ms,[BD]cn3 television,https://t.freetv.fun/live/cn3-television.m3u8
53.48ms,[BD]cctv-第一剧场,https://t.freetv.fun/live/cctv-di-yi-ju-chang.m3u8
53.49ms,[BD]广东卫视,https://t.freetv.fun/live/yan-dong-wei-shi-35.m3u8
53.50ms,[BD]tvnet,https://t.freetv.fun/live/tvnet.m3u8
53.50ms,[BD]channel 5,https://t.freetv.fun/live/channel-5-6.m3u8
53.51ms,[BD]rt,https://t.freetv.fun/live/rt.m3u8
53.53ms,[BD]bam-tv,https://t.freetv.fun/live/bam-tv.m3u8
53.53ms,[BD]海南卫视,https://t.freetv.fun/live/hai-nan-wei-shi-19.m3u8
53.53ms,[BD]caracol tv,https://t.freetv.fun/live/caracol-tv.m3u8
53.56ms,[SD]star crime,https://t.freetv.fun/live/star-crime-1.m3u8
53.57ms,[BD]vevo '90s '00s italy,https://t.freetv.fun/live/vevo-90s-00s-italy.m3u8
53.57ms,[BD]江西卫视,https://t.freetv.fun/live/jiang-xi-wei-shi-9.m3u8
53.57ms,[SD]cctv3,https://t.freetv.fun/live/cctv3-8.m3u8
53.58ms,[HD]arte,https://t.freetv.fun/live/arte-1-1.m3u8
53.59ms,[HD]cctv-风云音乐,https://t.freetv.fun/live/cctv-feng-yun-yin-le-2.m3u8
53.59ms,[SD]filmbox family,https://t.freetv.fun/live/filmbox-family.m3u8
53.59ms,[VGA]живи!,https://t.freetv.fun/live/zhivi-2.m3u8
53.59ms,[SD]内蒙古卫视,https://t.freetv.fun/live/nei-meng-gu-wei-shi-9.m3u8
53.60ms,[HD]music classics,https://t.freetv.fun/live/music-classics.m3u8
53.62ms,[BD]东方卫视,https://t.freetv.fun/live/dong-fang-wei-shi-9.m3u8
53.66ms,[SD]重庆卫视,https://t.freetv.fun/live/zhong-qing-wei-shi-16.m3u8
53.66ms,[BD]山西卫视,https://t.freetv.fun/live/shan-xi-wei-shi-3.m3u8
53.68ms,[BD]cctv-14,https://t.freetv.fun/live/cctv-14-2.m3u8
53.68ms,[SD]山东卫视,https://t.freetv.fun/live/shan-dong-wei-shi-23.m3u8
53.69ms,[HD]cctv1综合,https://t.freetv.fun/live/cctv1zong-he-2.m3u8
53.69ms,[SD]第一财经,https://t.freetv.fun/live/di-yi-cai-jing-1.m3u8
53.71ms,[HD]life tv,https://t.freetv.fun/live/life-tv-2.m3u8
53.73ms,[BD]兵团卫视,https://t.freetv.fun/live/bing-tuan-wei-shi-15.m3u8
53.73ms,[BD]广西综艺旅游,https://t.freetv.fun/live/yan-xi-zong-yi-lu-you-2.m3u8
53.75ms,粤语剧场版18,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8c30f7307cfbe010370019939f5cbe7_258.mp4
53.76ms,[BD]cctv-第一剧场,https://t.freetv.fun/live/cctv-di-yi-ju-chang-4.m3u8
53.77ms,[HD]cctv4k,https://t.freetv.fun/live/cctv4k-3.m3u8
53.77ms,[SD]山西卫视,https://t.freetv.fun/live/shan-xi-wei-shi-3-2.m3u8
53.78ms,[SD]tvs,https://t.freetv.fun/live/tvs-2.m3u8
53.79ms,[HD]canal rural,https://t.freetv.fun/live/canal-rural.m3u8
53.80ms,[SD]cctv-11戏曲,https://t.freetv.fun/live/cctv-11xi-qu-2.m3u8
53.82ms,[BD]cctv-4k超高清,https://t.freetv.fun/live/cctv-4kchao-gao-qing-5.m3u8
53.82ms,[BD]dw english,https://t.freetv.fun/live/dw-english.m3u8
53.84ms,[SD]甘肃卫视,https://t.freetv.fun/live/gan-su-wei-shi-22.m3u8
53.84ms,[VGA]浙江经济生活,https://t.freetv.fun/live/zhe-jiang-jing-ji-sheng-huo-1-1.m3u8
53.86ms,[HD]cetv4,https://t.freetv.fun/live/cetv4.m3u8
53.86ms,[SD]cctv15,https://t.freetv.fun/live/cctv15-1.m3u8
53.88ms,[BD]重庆卫视,https://t.freetv.fun/live/zhong-qing-wei-shi-19.m3u8
53.91ms,[HD]cctv-风云足球,https://t.freetv.fun/live/cctv-feng-yun-zu-qiu-2.m3u8
53.92ms,[HD]vía televisión,https://t.freetv.fun/live/via-television.m3u8
53.94ms,[SD]金鹰卡通,https://t.freetv.fun/live/jin-ying-qia-tong-4.m3u8
53.94ms,[HD]nick jr.,https://t.freetv.fun/live/nick-jr-2.m3u8
53.95ms,[BD]canal alpha jura,https://t.freetv.fun/live/canal-alpha-jura.m3u8
53.96ms,[BD]cctv17,https://t.freetv.fun/live/cctv17-3.m3u8
53.97ms,[SD]syfy,https://t.freetv.fun/live/syfy-3.m3u8
53.98ms,Lacrosse TV (720p),https://1840769862.rsc.cdn77.org/FTF/LSN_SCTE.m3u8
53.98ms,[HD]tempo tv,https://t.freetv.fun/live/tempo-tv.m3u8
53.98ms,[BD]megavision canal 43,https://t.freetv.fun/live/megavision-canal-43.m3u8
53.98ms,[BD]caracol 2,https://t.freetv.fun/live/caracol-2.m3u8
53.98ms,[SD]哈哈炫动,https://t.freetv.fun/live/ha-ha-xuan-dong-6.m3u8
53.99ms,[BD]multishow,https://t.freetv.fun/live/multishow.m3u8
53.99ms,[SD]crime plus investigation cee,https://t.freetv.fun/live/crime-plus-investigation-cee.m3u8
54.00ms,[VGA]内江综合,https://t.freetv.fun/live/nei-jiang-zong-he-1.m3u8
54.00ms,[VGA]pmi tv,https://t.freetv.fun/live/pmi-tv.m3u8
54.03ms,[BD]fightbox,https://t.freetv.fun/live/fightbox-2.m3u8
54.04ms,[BD]山西卫视,https://t.freetv.fun/live/shan-xi-wei-shi-8-1.m3u8
54.05ms,[BD]cctv15,https://t.freetv.fun/live/cctv15-8.m3u8
54.06ms,[BD]love nature,https://t.freetv.fun/live/love-nature-6.m3u8
54.07ms,[BD]深圳卫视,https://t.freetv.fun/live/shen-zhen-wei-shi-18.m3u8
54.08ms,[HD]casma tv,https://t.freetv.fun/live/casma-tv.m3u8
54.09ms,[BD]贵州卫视,https://t.freetv.fun/live/gui-zhou-wei-shi-27.m3u8
54.12ms,[BD]民视新闻,https://t.freetv.fun/live/min-shi-xin-wen-1.m3u8
54.13ms,[BD]ctv ca,https://t.freetv.fun/live/ctv-ca.m3u8
54.14ms,[BD]comedy central,https://t.freetv.fun/live/comedy-central-1.m3u8
54.17ms,Billiard TV (1080p),https://1621590671.rsc.cdn77.org/HLS/BILLIARDTV.m3u8
54.17ms,[SD]actv,https://t.freetv.fun/live/actv.m3u8
54.17ms,[SD]河南卫视,https://t.freetv.fun/live/he-nan-wei-shi-29.m3u8
54.17ms,[SD]cctv17,https://t.freetv.fun/live/cctv17-15.m3u8
54.19ms,[BD]安徽卫视,https://t.freetv.fun/live/an-hui-wei-shi-11.m3u8
54.20ms,[SD]рыжий,https://t.freetv.fun/live/ryzhii.m3u8
54.20ms,[HD]cctv-16,https://t.freetv.fun/live/cctv-16-1.m3u8
54.21ms,[SD]优漫卡通,https://t.freetv.fun/live/you-man-qia-tong-4.m3u8
54.21ms,[SD]das erste,https://t.freetv.fun/live/das-erste-2.m3u8
54.22ms,[SD]东南卫视,https://t.freetv.fun/live/dong-nan-wei-shi-27.m3u8
54.22ms,[VGA]连云港新闻综合,https://t.freetv.fun/live/lian-yun-gang-xin-wen-zong-he.m3u8
54.24ms,[HD]zagros,https://t.freetv.fun/live/zagros.m3u8
54.24ms,[BD]trace urban,https://t.freetv.fun/live/trace-urban.m3u8
54.26ms,WCAU-DT1 (1080p),https://d368vp0qqzvkid.cloudfront.net/11603/88889705/hls/master.m3u8?ads.xumo_channelId=88889705a&ads.xumo_ifaType=&ads.xumo_providerId=3819&ads.xumo_providerName=NBCNPHI
54.26ms,[BD]贵州卫视,https://t.freetv.fun/live/gui-zhou-wei-shi-16.m3u8
54.29ms,[SD]三沙卫视,https://t.freetv.fun/live/san-sha-wei-shi-10.m3u8
54.29ms,[SD]陕西卫视,https://t.freetv.fun/live/shan-xi-wei-shi-4.m3u8
54.30ms,[BD]prva life,https://t.freetv.fun/live/prva-life.m3u8
54.30ms,[BD]cgtn俄语,https://t.freetv.fun/live/cgtne-yu-2.m3u8
54.31ms,[HD]cctv-15音乐,https://t.freetv.fun/live/cctv-15yin-le.m3u8
54.31ms,[SD]citytv,https://t.freetv.fun/live/citytv.m3u8
54.32ms,[BD]河南卫视,https://t.freetv.fun/live/he-nan-wei-shi-28.m3u8
